"corporation_cd","item_short_name","medicine_cd","amount_cd","start_date","end_date","locale_id","item_medicine_amount_kj","item_medicine_amount_kn","business_key","drugs_cd","item_medicine_amount_en","unit","item_medicine","hq_item_regulation_flag","standard_class_div","sales_tax_rate_div","unit_pp","main_pp","ee_ea_div","remark","delete_flag","create_user_cd","create_date","record_user_cd","record_date"
"1000","A","11","010","04/01/2026 00:00:00","12/31/2999 00:00:00","ja","チョコラＡ末１万単位／ｇ","ﾁｮｺﾗAﾏﾂ1ﾏﾝﾀﾝｲ/g","0001","02","A-G",,"A-P","0","A","10","16.400","14.910","0","2025/3/7 薬価改定に伴う単位薬価更新
2026/3/5 薬価改定に伴う単位薬価更新","0","ips00006","03/05/2026 10:57:39","ips00006","03/05/2026 10:57:39"
"1000","A","17",,"01/01/1900 00:00:00","09/30/2017 00:00:00","ja",,,"0001","02",,,"A-ST","0",,,"0.000","0.000","0",,"0","init_data","01/25/2018 20:38:32","init_data","01/25/2018 20:38:32"
"1000","A","17",,"10/01/2017 00:00:00","09/30/2019 00:00:00","ja",,,"0001","02",,,"A-ST","0",,,"0.000","0.000","0",,"0","iko90002","11/08/2017 14:56:42","ips00017","09/09/2019 17:00:13"
"1000","A","17",,"10/01/2019 00:00:00","12/31/2999 00:00:00","ja",,,"0001","02",,,"A-ST","0",,,"0.000","0.000","0",,"0","ips00017","09/09/2019 17:00:13","ips00017","09/09/2019 17:00:13"
"1000","A","17","010","01/01/1900 00:00:00","09/30/2017 00:00:00","ja","チョコラＡ錠１万単位","ﾁｮｺﾗAｼﾞｮｳ1ﾏﾝﾀﾝｲ","0001","02","A-T","mg","A-ST","0","A","08","12.000","11.110","0",,"0","init_data","01/25/2018 20:38:32","init_data","01/25/2018 20:38:32"
"1000","A","17","010","10/01/2017 00:00:00","03/31/2018 00:00:00","ja","チョコラＡ錠１万単位","ﾁｮｺﾗAｼﾞｮｳ1ﾏﾝﾀﾝｲ","0001","02","A-T","mg","A-ST","0","A","08","12.000","11.110","0",,"0","iko90002","11/08/2017 15:44:00","iko90001","02/23/2018 21:01:02"
"1000","A","17","010","04/01/2018 00:00:00","09/30/2019 00:00:00","ja","チョコラＡ錠１万単位","ﾁｮｺﾗAｼﾞｮｳ1ﾏﾝﾀﾝｲ","0001","02","A-T","mg","A-ST","0","A","08","11.400","10.560","0",,"0","iko90001","02/23/2018 21:01:02","ips00017","09/09/2019 17:00:13"
"1000","A","17","010","10/01/2019 00:00:00","03/31/2020 00:00:00","ja","チョコラＡ錠１万単位","ﾁｮｺﾗAｼﾞｮｳ1ﾏﾝﾀﾝｲ","0001","02","A-T",,"A-ST","0","A","10","11.100","10.090","0",,"0","ips00017","09/09/2019 17:00:13","ips00039","03/13/2020 11:34:40"
"1000","A","17","010","04/01/2020 00:00:00","03/31/2021 00:00:00","ja","チョコラＡ錠１万単位","ﾁｮｺﾗAｼﾞｮｳ1ﾏﾝﾀﾝｲ","0001","02","A-T",,"A-ST","0","A","10","11.000","10.000","0",,"0","ips00039","03/13/2020 11:34:40","ips00006","03/11/2021 13:05:23"
"1000","A","17","010","04/01/2021 00:00:00","03/31/2022 00:00:00","ja","チョコラＡ錠１万単位","ﾁｮｺﾗAｼﾞｮｳ1ﾏﾝﾀﾝｲ","0001","02","A-T",,"A-ST","0","A","10","10.300","9.360","0",,"0","ips00006","03/11/2021 13:05:23","ips00006","03/14/2022 15:05:33"
"1000","A","17","010","04/01/2022 00:00:00","03/31/2023 00:00:00","ja","チョコラＡ錠１万単位","ﾁｮｺﾗAｼﾞｮｳ1ﾏﾝﾀﾝｲ","0001","02","A-T",,"A-ST","0","A","10","9.600","8.730","0",,"0","ips00006","03/14/2022 15:05:33","ecl09815","03/03/2023 10:55:14"
"1000","A","17","010","04/01/2023 00:00:00","03/31/2024 00:00:00","ja","チョコラＡ錠１万単位","ﾁｮｺﾗAｼﾞｮｳ1ﾏﾝﾀﾝｲ","0001","02","A-T",,"A-ST","0","A","10","8.800","8.000","0",,"0","ecl09815","03/03/2023 10:55:14","ecl09815","03/05/2024 12:41:08"
"1000","A","17","010","04/01/2024 00:00:00","03/31/2025 00:00:00","ja","チョコラＡ錠１万単位","ﾁｮｺﾗAｼﾞｮｳ1ﾏﾝﾀﾝｲ","0001","02","A-T",,"A-ST","0","A","10","7.800","7.090","0",,"0","ecl09815","03/05/2024 12:41:08","ips00006","03/07/2025 13:12:16"
"1000","A","17","010","04/01/2025 00:00:00","03/31/2026 00:00:00","ja","チョコラＡ錠１万単位","ﾁｮｺﾗAｼﾞｮｳ1ﾏﾝﾀﾝｲ","0001","02","A-T",,"A-ST","0","A","10","7.400","6.730","0","2025/3/7 薬価改定に伴う単位薬価更新","0","ips00006","03/07/2025 13:12:16","ips00006","03/05/2026 10:57:39"
"1000","A","17","010","04/01/2026 00:00:00","12/31/2999 00:00:00","ja","チョコラＡ錠１万単位","ﾁｮｺﾗAｼﾞｮｳ1ﾏﾝﾀﾝｲ","0001","02","A-T",,"A-ST","0","A","10","7.100","6.450","0","2025/3/7 薬価改定に伴う単位薬価更新
2026/3/5 薬価改定に伴う単位薬価更新","0","ips00006","03/05/2026 10:57:39","ips00006","03/05/2026 10:57:39"
"1000","A","24",,"01/01/1900 00:00:00","09/30/2017 00:00:00","ja",,,"0001","02",,,"A-LQ","0",,,"0.000","0.000","0",,"0","init_data","01/25/2018 20:38:32","init_data","01/25/2018 20:38:32"
"1000","A","24",,"10/01/2017 00:00:00","09/30/2019 00:00:00","ja",,,"0001","02",,,"A-LQ","0",,,"0.000","0.000","0",,"0","iko90002","11/08/2017 14:56:42","ips00017","09/09/2019 17:00:13"
"1000","A","24",,"10/01/2019 00:00:00","12/31/2999 00:00:00","ja",,,"0001","02",,,"A-LQ","0",,,"0.000","0.000","0",,"0","ips00017","09/09/2019 17:00:13","ips00017","09/09/2019 17:00:13"
"1000","A","24","010","01/01/1900 00:00:00","09/30/2017 00:00:00","ja","チョコラＡ滴0.1万単位／滴","ﾁｮｺﾗAﾃｷ0.1ﾏﾝﾀﾝｲ/ﾃｷ","0001","02","A-S","mg","A-LQ","0","A","08","81.600","75.560","0",,"0","init_data","01/25/2018 20:38:32","init_data","01/25/2018 20:38:32"
"1000","A","24","010","10/01/2017 00:00:00","03/31/2018 00:00:00","ja","チョコラＡ滴0.1万単位／滴","ﾁｮｺﾗAﾃｷ0.1ﾏﾝﾀﾝｲ/ﾃｷ","0001","02","A-S","mg","A-LQ","0","A","08","81.600","75.560","0",,"0","iko90002","11/08/2017 15:44:00","iko90001","02/23/2018 21:01:02"
"1000","A","24","010","04/01/2018 00:00:00","09/30/2019 00:00:00","ja","チョコラＡ滴0.1万単位／滴","ﾁｮｺﾗAﾃｷ0.1ﾏﾝﾀﾝｲ/ﾃｷ","0001","02","A-S","mg","A-LQ","0","A","08","77.600","71.850","0",,"0","iko90001","02/23/2018 21:01:02","ips00017","09/09/2019 17:00:13"
"1000","A","24","010","10/01/2019 00:00:00","03/31/2020 00:00:00","ja","チョコラＡ滴0.1万単位／滴","ﾁｮｺﾗAﾃｷ0.1ﾏﾝﾀﾝｲ/ﾃｷ","0001","02","A-S",,"A-LQ","0","A","10","77.200","70.180","0",,"0","ips00017","09/09/2019 17:00:13","ips00039","03/13/2020 11:34:40"
"1000","A","24","010","04/01/2020 00:00:00","03/31/2021 00:00:00","ja","チョコラＡ滴0.1万単位／滴","ﾁｮｺﾗAﾃｷ0.1ﾏﾝﾀﾝｲ/ﾃｷ","0001","02","A-S",,"A-LQ","0","A","10","77.200","70.180","0",,"0","ips00039","03/13/2020 11:34:40","ips00006","03/11/2021 13:05:23"
"1000","A","24","010","04/01/2021 00:00:00","03/31/2022 00:00:00","ja","チョコラＡ滴0.1万単位／滴","ﾁｮｺﾗAﾃｷ0.1ﾏﾝﾀﾝｲ/ﾃｷ","0001","02","A-S",,"A-LQ","0","A","10","77.200","70.180","0",,"0","ips00006","03/11/2021 13:05:23","ips00006","03/14/2022 15:05:33"
"1000","A","24","010","04/01/2022 00:00:00","03/31/2023 00:00:00","ja","チョコラＡ滴0.1万単位／滴","ﾁｮｺﾗAﾃｷ0.1ﾏﾝﾀﾝｲ/ﾃｷ","0001","02","A-S",,"A-LQ","0","A","10","73.100","66.450","0",,"0","ips00006","03/14/2022 15:05:33","ecl09815","03/03/2023 10:55:14"
"1000","A","24","010","04/01/2023 00:00:00","03/31/2024 00:00:00","ja","チョコラＡ滴0.1万単位／滴","ﾁｮｺﾗAﾃｷ0.1ﾏﾝﾀﾝｲ/ﾃｷ","0001","02","A-S",,"A-LQ","0","A","10","69.600","63.270","0",,"0","ecl09815","03/03/2023 10:55:14","ecl09815","03/05/2024 12:41:08"
"1000","A","24","010","04/01/2024 00:00:00","03/31/2025 00:00:00","ja","チョコラＡ滴0.1万単位／滴","ﾁｮｺﾗAﾃｷ0.1ﾏﾝﾀﾝｲ/ﾃｷ","0001","02","A-S",,"A-LQ","0","A","10","104.400","94.910","0",,"0","ecl09815","03/05/2024 12:41:08","ips00006","03/07/2025 13:12:16"
"1000","A","24","010","04/01/2025 00:00:00","03/31/2026 00:00:00","ja","チョコラＡ滴0.1万単位／滴","ﾁｮｺﾗAﾃｷ0.1ﾏﾝﾀﾝｲ/ﾃｷ","0001","02","A-S",,"A-LQ","0","A","10","208.800","189.820","0","2025/3/7 薬価改定に伴う単位薬価更新","0","ips00006","03/07/2025 13:12:16","ips00006","03/05/2026 10:57:39"
"1000","A","24","010","04/01/2026 00:00:00","12/31/2999 00:00:00","ja","チョコラＡ滴0.1万単位／滴","ﾁｮｺﾗAﾃｷ0.1ﾏﾝﾀﾝｲ/ﾃｷ","0001","02","A-S",,"A-LQ","0","A","10","208.800","189.820","0","2025/3/7 薬価改定に伴う単位薬価更新
2026/3/5 薬価改定に伴う単位薬価更新","0","ips00006","03/05/2026 10:57:39","ips00006","03/05/2026 10:57:39"
"1000","A","31",,"01/01/1900 00:00:00","09/30/2017 00:00:00","ja",,,"0001","02",,,"A-A","0",,,"0.000","0.000","0",,"0","init_data","01/25/2018 20:38:32","init_data","01/25/2018 20:38:32"
"1000","A","31",,"10/01/2017 00:00:00","09/30/2019 00:00:00","ja",,,"0001","02",,,"A-A","0",,,"0.000","0.000","0",,"0","iko90002","11/08/2017 14:56:42","ips00017","09/09/2019 17:00:13"
"1000","A","31",,"10/01/2019 00:00:00","12/31/2999 00:00:00","ja",,,"0001","02",,,"A-A","0",,,"0.000","0.000","0",,"0","ips00017","09/09/2019 17:00:13","ips00017","09/09/2019 17:00:13"
"1000","A","31","010","01/01/1900 00:00:00","09/30/2017 00:00:00","ja","チョコラＡ筋注５万単位","ﾁｮｺﾗAｷﾝﾁｭｳ5ﾏﾝﾀﾝｲ","0001","02","A-A","mg","A-A","0","B","08","123.000","113.890","0",,"0","init_data","01/25/2018 20:38:32","init_data","01/25/2018 20:38:32"
"1000","A","31","010","10/01/2017 00:00:00","03/31/2018 00:00:00","ja","チョコラＡ筋注５万単位","ﾁｮｺﾗAｷﾝﾁｭｳ5ﾏﾝﾀﾝｲ","0001","02","A-A","mg","A-A","0","B","08","123.000","113.890","0",,"0","iko90002","11/08/2017 15:44:00","iko90001","02/23/2018 21:01:02"
"1000","A","31","010","04/01/2018 00:00:00","09/30/2019 00:00:00","ja","チョコラＡ筋注５万単位","ﾁｮｺﾗAｷﾝﾁｭｳ5ﾏﾝﾀﾝｲ","0001","02","A-A","mg","A-A","0","B","08","122.000","112.960","0",,"0","iko90001","02/23/2018 21:01:02","ips00017","09/09/2019 17:00:13"
"1000","A","31","010","10/01/2019 00:00:00","03/31/2020 00:00:00","ja","チョコラＡ筋注５万単位","ﾁｮｺﾗAｷﾝﾁｭｳ5ﾏﾝﾀﾝｲ","0001","02","A-A",,"A-A","0","B","10","124.000","112.730","0",,"0","ips00017","09/09/2019 17:00:13","ips00039","03/13/2020 11:34:40"
"1000","A","31","010","04/01/2020 00:00:00","03/31/2021 00:00:00","ja","チョコラＡ筋注５万単位","ﾁｮｺﾗAｷﾝﾁｭｳ5ﾏﾝﾀﾝｲ","0001","02","A-A",,"A-A","0","B","10","124.000","112.730","0",,"0","ips00039","03/13/2020 11:34:40","ips00006","03/11/2021 13:05:23"
"1000","A","31","010","04/01/2021 00:00:00","03/31/2022 00:00:00","ja","チョコラＡ筋注５万単位","ﾁｮｺﾗAｷﾝﾁｭｳ5ﾏﾝﾀﾝｲ","0001","02","A-A",,"A-A","0","B","10","124.000","112.730","0",,"0","ips00006","03/11/2021 13:05:23","ips00006","03/14/2022 15:05:33"
"1000","A","31","010","04/01/2022 00:00:00","03/31/2023 00:00:00","ja","チョコラＡ筋注５万単位","ﾁｮｺﾗAｷﾝﾁｭｳ5ﾏﾝﾀﾝｲ","0001","02","A-A",,"A-A","0","B","10","123.000","111.820","0",,"0","ips00006","03/14/2022 15:05:33","ecl09815","03/03/2023 10:55:14"
"1000","A","31","010","04/01/2023 00:00:00","03/31/2024 00:00:00","ja","チョコラＡ筋注５万単位","ﾁｮｺﾗAｷﾝﾁｭｳ5ﾏﾝﾀﾝｲ","0001","02","A-A",,"A-A","0","B","10","123.000","111.820","0",,"0","ecl09815","03/03/2023 10:55:14","ecl09815","03/05/2024 12:41:08"
"1000","A","31","010","04/01/2024 00:00:00","03/31/2025 00:00:00","ja","チョコラＡ筋注５万単位","ﾁｮｺﾗAｷﾝﾁｭｳ5ﾏﾝﾀﾝｲ","0001","02","A-A",,"A-A","0","B","10","121.000","110.000","0",,"0","ecl09815","03/05/2024 12:41:08","ips00006","03/07/2025 13:12:16"
"1000","A","31","010","04/01/2025 00:00:00","03/31/2026 00:00:00","ja","チョコラＡ筋注５万単位","ﾁｮｺﾗAｷﾝﾁｭｳ5ﾏﾝﾀﾝｲ","0001","02","A-A",,"A-A","0","B","10","121.000","110.000","0","2025/3/7 薬価改定に伴う単位薬価更新","0","ips00006","03/07/2025 13:12:16","ips00006","03/05/2026 10:57:39"
"1000","A","31","010","04/01/2026 00:00:00","12/31/2999 00:00:00","ja","チョコラＡ筋注５万単位","ﾁｮｺﾗAｷﾝﾁｭｳ5ﾏﾝﾀﾝｲ","0001","02","A-A",,"A-A","0","B","10","121.000","110.000","0","2025/3/7 薬価改定に伴う単位薬価更新
2026/3/5 薬価改定に伴う単位薬価更新","0","ips00006","03/05/2026 10:57:39","ips00006","03/05/2026 10:57:39"
"1000","ACLOD","18",,"04/01/2007 00:00:00","09/30/2017 00:00:00","ja",,,"0001","02",,,"ACLOD","0",,,"0.000","0.000","0",,"0","init_data","01/25/2018 20:38:32","init_data","01/25/2018 20:38:32"
"1000","ACLOD","18",,"10/01/2017 00:00:00","09/30/2019 00:00:00","ja",,,"0001","02",,,"ACLOD","0",,,"0.000","0.000","0",,"0","iko90002","11/08/2017 14:56:42","ips00017","09/09/2019 17:00:13"
"1000","ACLOD","18",,"10/01/2019 00:00:00","12/31/2999 00:00:00","ja",,,"0001","02",,,"ACLOD","0",,,"0.000","0.000","0",,"0","ips00017","09/09/2019 17:00:13","ips00017","09/09/2019 17:00:13"
"1000","ACLOD","18","010","04/01/2007 00:00:00","09/30/2017 00:00:00","ja","アクトネル錠２．５ｍｇ","ｱｸﾄﾈﾙｼﾞｮｳ2.5mg","0001","02","ACL-T 2.5mg","mg","ACLOD","0","A","08","100.800","93.330","0",,"0","init_data","01/25/2018 20:38:32","init_data","01/25/2018 20:38:32"
"1000","ACLOD","18","010","10/01/2017 00:00:00","03/31/2018 00:00:00","ja","アクトネル錠２．５ｍｇ","ｱｸﾄﾈﾙｼﾞｮｳ2.5mg","0001","02","ACL-T 2.5mg","mg","ACLOD","0","A","08","100.800","93.330","0",,"0","iko90002","11/08/2017 15:44:00","iko90001","02/23/2018 21:01:02"
"1000","ACLOD","18","010","04/01/2018 00:00:00","09/30/2019 00:00:00","ja","アクトネル錠２．５ｍｇ","ｱｸﾄﾈﾙｼﾞｮｳ2.5mg","0001","02","ACL-T 2.5mg","mg","ACLOD","0","A","08","91.400","84.630","0",,"0","iko90001","02/23/2018 21:01:02","ips00017","09/09/2019 17:00:13"
"1000","ACLOD","18","010","10/01/2019 00:00:00","03/31/2020 00:00:00","ja","アクトネル錠２．５ｍｇ","ｱｸﾄﾈﾙｼﾞｮｳ2.5mg","0001","02","ACL-T 2.5mg",,"ACLOD","0","A","10","87.300","79.360","0",,"0","ips00017","09/09/2019 17:00:13","ips00039","03/13/2020 11:34:40"
"1000","ACLOD","18","010","04/01/2020 00:00:00","03/31/2021 00:00:00","ja","アクトネル錠２．５ｍｇ","ｱｸﾄﾈﾙｼﾞｮｳ2.5mg","0001","02","ACL-T 2.5mg",,"ACLOD","0","A","10","84.600","76.910","0",,"0","ips00039","03/13/2020 11:34:40","ips00006","03/11/2021 13:05:23"
"1000","ACLOD","18","010","04/01/2021 00:00:00","03/31/2022 00:00:00","ja","アクトネル錠２．５ｍｇ","ｱｸﾄﾈﾙｼﾞｮｳ2.5mg","0001","02","ACL-T 2.5mg",,"ACLOD","0","A","10","76.900","69.910","0",,"0","ips00006","03/11/2021 13:05:23","ips00006","03/14/2022 15:05:33"
"1000","ACLOD","18","010","04/01/2022 00:00:00","03/31/2023 00:00:00","ja","アクトネル錠２．５ｍｇ","ｱｸﾄﾈﾙｼﾞｮｳ2.5mg","0001","02","ACL-T 2.5mg",,"ACLOD","0","A","10","66.100","60.090","0",,"0","ips00006","03/14/2022 15:05:33","ecl09815","03/03/2023 10:55:14"
"1000","ACLOD","18","010","04/01/2023 00:00:00","03/31/2024 00:00:00","ja","アクトネル錠２．５ｍｇ","ｱｸﾄﾈﾙｼﾞｮｳ2.5mg","0001","02","ACL-T 2.5mg",,"ACLOD","0","A","10","60.100","54.640","0",,"0","ecl09815","03/03/2023 10:55:14","ecl09815","03/05/2024 12:41:08"
"1000","ACLOD","18","010","04/01/2024 00:00:00","03/31/2025 00:00:00","ja","アクトネル錠２．５ｍｇ","ｱｸﾄﾈﾙｼﾞｮｳ2.5mg","0001","02","ACL-T 2.5mg",,"ACLOD","0","A","10","51.700","47.000","0",,"0","ecl09815","03/05/2024 12:41:08","ips00006","03/07/2025 13:12:16"
"1000","ACLOD","18","010","04/01/2025 00:00:00","03/31/2026 00:00:00","ja","アクトネル錠２．５ｍｇ","ｱｸﾄﾈﾙｼﾞｮｳ2.5mg","0001","02","ACL-T 2.5mg",,"ACLOD","0","A","10","46.100","41.910","0","2025/3/7 薬価改定に伴う単位薬価更新","0","ips00006","03/07/2025 13:12:16","ips00006","03/05/2026 10:57:39"
"1000","ACLOD","18","010","04/01/2026 00:00:00","12/31/2999 00:00:00","ja","アクトネル錠２．５ｍｇ","ｱｸﾄﾈﾙｼﾞｮｳ2.5mg","0001","02","ACL-T 2.5mg",,"ACLOD","0","A","10","39.200","35.640","0","2025/3/7 薬価改定に伴う単位薬価更新
2026/3/5 薬価改定に伴う単位薬価更新","0","ips00006","03/05/2026 10:57:39","ips00006","03/05/2026 10:57:39"
"1000","ACLOM","18",,"07/01/2012 00:00:00","09/30/2017 00:00:00","ja",,,"0001","02",,,"ACLOM","0",,,"0.000","0.000","0",,"0","init_data","01/25/2018 20:38:32","init_data","01/25/2018 20:38:32"
"1000","ACLOM","18",,"10/01/2017 00:00:00","09/30/2019 00:00:00","ja",,,"0001","02",,,"ACLOM","0",,,"0.000","0.000","0",,"0","iko90002","11/08/2017 14:56:42","ips00017","09/09/2019 17:00:13"
"1000","ACLOM","18",,"10/01/2019 00:00:00","12/31/2999 00:00:00","ja",,,"0001","02",,,"ACLOM","0",,,"0.000","0.000","0",,"0","ips00017","09/09/2019 17:00:13","ips00017","09/09/2019 17:00:13"
"1000","ACLOM","18","030","07/01/2012 00:00:00","09/30/2017 00:00:00","ja","アクトネル錠７５ｍｇ","ｱｸﾄﾈﾙｼﾞｮｳ75mg","0001","02","ACL-T 75mg","mg","ACLOM","0","A","08","2770.600","2565.370","0",,"0","init_data","01/25/2018 20:38:32","init_data","01/25/2018 20:38:32"
"1000","ACLOM","18","030","10/01/2017 00:00:00","03/31/2018 00:00:00","ja","アクトネル錠７５ｍｇ","ｱｸﾄﾈﾙｼﾞｮｳ75mg","0001","02","ACL-T 75mg","mg","ACLOM","0","A","08","2770.600","2565.370","0",,"0","iko90002","11/08/2017 15:44:00","iko90001","02/23/2018 21:01:02"
"1000","ACLOM","18","030","04/01/2018 00:00:00","09/30/2019 00:00:00","ja","アクトネル錠７５ｍｇ","ｱｸﾄﾈﾙｼﾞｮｳ75mg","0001","02","ACL-T 75mg","mg","ACLOM","0","A","08","2528.500","2341.200","0",,"0","iko90001","02/23/2018 21:01:02","ips00017","09/09/2019 17:00:13"
"1000","ACLOM","18","030","10/01/2019 00:00:00","03/31/2020 00:00:00","ja","アクトネル錠７５ｍｇ","ｱｸﾄﾈﾙｼﾞｮｳ75mg","0001","02","ACL-T 75mg",,"ACLOM","0","A","10","2384.200","2167.450","0",,"0","ips00017","09/09/2019 17:00:13","ips00039","03/13/2020 11:34:40"
"1000","ACLOM","18","030","04/01/2020 00:00:00","03/31/2021 00:00:00","ja","アクトネル錠７５ｍｇ","ｱｸﾄﾈﾙｼﾞｮｳ75mg","0001","02","ACL-T 75mg",,"ACLOM","0","A","10","2199.000","1999.090","0",,"0","ips00039","03/13/2020 11:34:40","ips00006","03/11/2021 13:05:23"
"1000","ACLOM","18","030","04/01/2021 00:00:00","03/31/2022 00:00:00","ja","アクトネル錠７５ｍｇ","ｱｸﾄﾈﾙｼﾞｮｳ75mg","0001","02","ACL-T 75mg",,"ACLOM","0","A","10","1981.500","1801.360","0",,"0","ips00006","03/11/2021 13:05:23","ips00006","03/14/2022 15:05:33"
"1000","ACLOM","18","030","04/01/2022 00:00:00","03/31/2023 00:00:00","ja","アクトネル錠７５ｍｇ","ｱｸﾄﾈﾙｼﾞｮｳ75mg","0001","02","ACL-T 75mg",,"ACLOM","0","A","10","1758.400","1598.550","0",,"0","ips00006","03/14/2022 15:05:33","ecl09815","03/03/2023 10:55:14"
"1000","ACLOM","18","030","04/01/2023 00:00:00","03/31/2024 00:00:00","ja","アクトネル錠７５ｍｇ","ｱｸﾄﾈﾙｼﾞｮｳ75mg","0001","02","ACL-T 75mg",,"ACLOM","0","A","10","1545.700","1405.180","0",,"0","ecl09815","03/03/2023 10:55:14","ecl09815","03/05/2024 12:41:08"
"1000","ACLOM","18","030","04/01/2024 00:00:00","03/31/2025 00:00:00","ja","アクトネル錠７５ｍｇ","ｱｸﾄﾈﾙｼﾞｮｳ75mg","0001","02","ACL-T 75mg",,"ACLOM","0","A","10","1338.800","1217.090","0",,"0","ecl09815","03/05/2024 12:41:08","ips00006","03/07/2025 13:12:16"
"1000","ACLOM","18","030","04/01/2025 00:00:00","03/31/2026 00:00:00","ja","アクトネル錠７５ｍｇ","ｱｸﾄﾈﾙｼﾞｮｳ75mg","0001","02","ACL-T 75mg",,"ACLOM","0","A","10","1170.100","1063.730","0","2025/3/7 薬価改定に伴う単位薬価更新","0","ips00006","03/07/2025 13:12:16","ips00006","03/05/2026 10:57:39"
